file_number,api_number,operator_name,township,township_bearing,range,range_bearing,section,state,field_name,effective_on,action_type,slant,target_formation,elevation,depth,countyfips,well_status
665558250,3001542647,COG OPERATING LLC,17,S,29,E,1,NM,PARLIAMENT 1 FEDERAL COM UBB,20140908,Approved,H,"GLORIETA-YESO, EAST",3684,9573,35015,Active Permit
665558250,3001542647,COG OPERATING LLC,17,S,30,E,6,NM,PARLIAMENT 1 FEDERAL COM UBB,20140908,Approved,H,"GLORIETA-YESO, EAST",3684,9573,35015,Active Permit
106231075,3001542648,"DEVON ENERGY PRODUCTION COMPANY, LP",25,S,31,E,3,NM,COTTON DRAW UNIT,20140916,Approved,H,BONE SPRING (O),3425,15152,35015,Active Permit
106231075,3001542648,"DEVON ENERGY PRODUCTION COMPANY, LP",25,S,31,E,3,NM,COTTON DRAW UNIT,20140916,Approved,H,BONE SPRING (O),3425,15152,35015,Active Permit
521230937,3002542114,CONOCOPHILLIPS COMPANY,17,S,35,E,33,NM,EAST VACUUM GBSA UNIT,20140915,Approved,V,GRAYBURG-SAN ANDRES,3953,5219,35025,Active Permit
358369426,3002542115,CONOCOPHILLIPS COMPANY,17,S,35,E,33,NM,EAST VACUUM GBSA UNIT,20140915,Approved,V,GRAYBURG-SAN ANDRES,3953,5088,35025,Active Permit
707122872,3002542116,CONOCOPHILLIPS COMPANY,17,S,35,E,33,NM,EAST VACUUM GBSA UNIT,20140915,Approved,V,GRAYBURG-SAN ANDRES,3948,5088,35025,Active Permit
1920095304,3000564212,JALAPENO CORPORATION,9,S,27,E,22,NM,KOBE 22 STATE,20140919,Approved,V,"SAN ANDRES, SOUTH",3861,2100,35005,Active Permit
1681935735,3001542646,CIMAREX ENERGY CO.,25,S,26,E,12,NM,MARQUARDT FEDERAL,20140908,Approved,H,BONE SPRING (O),3260,11589,35015,Active Permit
1681935735,3001542646,CIMAREX ENERGY CO.,25,S,26,E,12,NM,MARQUARDT FEDERAL,20140908,Approved,H,BONE SPRING (O),3260,11589,35015,Active Permit
1389526571,3001542649,MEWBOURNE OIL COMPANY,19,S,28,E,26,NM,VICKSBURG 26 B2AD STATE COM,20140918,Approved,H,BONE SPRING,3357,12140,35015,Active Permit
1389526571,3001542649,MEWBOURNE OIL COMPANY,19,S,28,E,25,NM,VICKSBURG 26 B2AD STATE COM,20140918,Approved,H,BONE SPRING,3357,12140,35015,Active Permit
1512646219,3001542650,MEWBOURNE OIL COMPANY,19,S,28,E,26,NM,VICKSBURG 26 B2HE STATE COM,20140918,Approved,H,BONE SPRING,3358,12160,35015,Active Permit
1512646219,3001542650,MEWBOURNE OIL COMPANY,19,S,28,E,25,NM,VICKSBURG 26 B2HE STATE COM,20140918,Approved,H,BONE SPRING,3358,12160,35015,Active Permit
1549966862,3001542651,"BOPCO, L.P.",24,S,30,E,35,NM,POKER LAKE UNIT,20140912,Approved,H,"DELAWARE, NORTHWEST",3395,16435,35015,Active Permit
1549966862,3001542651,"BOPCO, L.P.",24,S,30,E,27,NM,POKER LAKE UNIT,20140912,Approved,H,"DELAWARE, NORTHWEST",3395,16435,35015,Active Permit
1177914676,3001542652,"BOPCO, L.P.",20,S,31,E,4,NM,BIG EDDY UNIT DI4,20140910,Approved,H,BONE SPRING,3465,16362,35015,Active Permit
1177914676,3001542652,"BOPCO, L.P.",20,S,31,E,5,NM,BIG EDDY UNIT DI4,20140910,Approved,H,BONE SPRING,3465,16362,35015,Active Permit
1291030853,3001542654,APACHE CORPORATION,17,S,31,E,5,NM,NFE FEDERAL,20140911,Approved,H,GLORIETA-YESO,3754,9751,35015,Active Permit
1291030853,3001542654,APACHE CORPORATION,17,S,31,E,6,NM,NFE FEDERAL,20140911,Approved,H,GLORIETA-YESO,3754,9751,35015,Active Permit
1691942694,3001542655,"DEVON ENERGY PRODUCTION COMPANY, LP",23,S,31,E,1,NM,TOMB RAIDER 1 FEDERAL,20140915,Approved,H,BONE SPRING,3478,14969,35015,Active Permit
1691942694,3001542655,"DEVON ENERGY PRODUCTION COMPANY, LP",23,S,31,E,1,NM,TOMB RAIDER 1 FEDERAL,20140915,Approved,H,BONE SPRING,3478,14969,35015,Active Permit
1685401963,3002542117,CONOCOPHILLIPS COMPANY,17,S,35,E,33,NM,EAST VACUUM GBSA UNIT,20140915,Approved,V,GRAYBURG-SAN ANDRES,3947,5181,35025,Active Permit
1543814368,3002542118,CONOCOPHILLIPS COMPANY,17,S,35,E,27,NM,EAST VACUUM GBSA UNIT,20140915,Approved,H,GRAYBURG-SAN ANDRES,3936,5088,35025,Active Permit
1543814368,3002542118,CONOCOPHILLIPS COMPANY,17,S,35,E,27,NM,EAST VACUUM GBSA UNIT,20140915,Approved,H,GRAYBURG-SAN ANDRES,3936,5088,35025,Active Permit
1910864818,3002542119,CONOCOPHILLIPS COMPANY,17,S,35,E,27,NM,EAST VACUUM GBSA UNIT,20140915,Approved,H,GRAYBURG-SAN ANDRES,3940,5088,35025,Active Permit
1910864818,3002542119,CONOCOPHILLIPS COMPANY,17,S,35,E,27,NM,EAST VACUUM GBSA UNIT,20140915,Approved,H,GRAYBURG-SAN ANDRES,3940,5088,35025,Active Permit
1797363893,3002542122,"BTA OIL PRODUCERS, LLC",22,S,34,E,14,NM,CHISO 14 STATE 8711,20140918,Approved,H,BONE SPRING,3513,15300,35025,Active Permit
1797363893,3002542122,"BTA OIL PRODUCERS, LLC",22,S,34,E,14,NM,CHISO 14 STATE 8711,20140918,Approved,H,BONE SPRING,3513,15300,35025,Active Permit
1788514668,3002542123,OXY USA WTP LIMITED PARTNERSHIP,21,S,32,E,35,NM,ANDERSON 35,20140917,Approved,H,BONE SPRING,3685,14666,35025,Active Permit
1788514668,3002542123,OXY USA WTP LIMITED PARTNERSHIP,21,S,32,E,35,NM,ANDERSON 35,20140917,Approved,H,BONE SPRING,3685,14666,35025,Active Permit
2048220176,3002542125,"BTA OIL PRODUCERS, LLC",26,S,33,E,7,NM,MESA B 8115 JV P COM,20140911,Approved,H,UPPER BONE SPR,3241,14316,35025,Active Permit
2048220176,3002542125,"BTA OIL PRODUCERS, LLC",26,S,33,E,7,NM,MESA B 8115 JV P COM,20140911,Approved,H,UPPER BONE SPR,3241,14316,35025,Active Permit
2029752228,3002542126,"BTA OIL PRODUCERS, LLC",26,S,33,E,7,NM,MESA B 8115 JV-P,20140911,Approved,H,UPPER BONE SPR,3233,14259,35025,Active Permit
2029752228,3002542126,"BTA OIL PRODUCERS, LLC",26,S,33,E,7,NM,MESA B 8115 JV-P,20140911,Approved,H,UPPER BONE SPR,3233,14259,35025,Active Permit
2006279058,3002542127,"BTA OIL PRODUCERS, LLC",26,S,33,E,7,NM,MESA B 8115 JV P COM,20140911,Approved,H,ATOKA (GAS),3230,14298,35025,Active Permit
2006279058,3002542127,"BTA OIL PRODUCERS, LLC",26,S,33,E,7,NM,MESA B 8115 JV P COM,20140911,Approved,H,ATOKA (GAS),3230,14298,35025,Active Permit
2015513031,3002542128,"BTA OIL PRODUCERS, LLC",26,S,33,E,7,NM,MESA B 8115 JV P COM,20140911,Approved,H,ATOKA (GAS),3227,14243,35025,Active Permit
2015513031,3002542128,"BTA OIL PRODUCERS, LLC",26,S,33,E,7,NM,MESA B 8115 JV P COM,20140911,Approved,H,ATOKA (GAS),3227,14243,35025,Active Permit
2129783455,3002542129,COG OPERATING LLC,19,S,34,E,3,NM,TRES PRIMOS 3 STATE,20140918,Approved,H,BONE SPRING,3994,15340,35025,Active Permit
2129783455,3002542129,COG OPERATING LLC,19,S,34,E,3,NM,TRES PRIMOS 3 STATE,20140918,Approved,H,BONE SPRING,3994,15340,35025,Active Permit
867425801,3002542130,MEWBOURNE OIL COMPANY,19,S,32,E,2,NM,CRAZY WOLF 2 B2MD STATE COM,20140919,Approved,H,"BONE SPRING, EAST",3674,14115,35025,Active Permit
867425801,3002542130,MEWBOURNE OIL COMPANY,19,S,32,E,11,NM,CRAZY WOLF 2 B2MD STATE COM,20140919,Approved,H,"BONE SPRING, EAST",3674,14115,35025,Active Permit
776240312,3004535548,"WPX ENERGY PRODUCTION, LLC",23,N,8,W,24,NM,CHACO 2308 24I,20140910,Approved,H,,6884,10549,35045,Active Permit
776240312,3004535548,"WPX ENERGY PRODUCTION, LLC",23,N,8,W,24,NM,CHACO 2308 24I,20140910,Approved,H,,6884,10549,35045,Active Permit
1011706639,3004535549,"WPX ENERGY PRODUCTION, LLC",23,N,8,W,24,NM,CHACO 2308 24H,20140918,Approved,H,,6896,10570,35045,Active Permit
1011706639,3004535549,"WPX ENERGY PRODUCTION, LLC",23,N,8,W,24,NM,CHACO 2308 24H,20140918,Approved,H,,6896,10570,35045,Active Permit
1319890508,3004535550,"WPX ENERGY PRODUCTION, LLC",23,N,8,W,24,NM,CHACO 2308 24H,20140918,Approved,H,,6896,10507,35045,Active Permit
1319890508,3004535550,"WPX ENERGY PRODUCTION, LLC",23,N,8,W,24,NM,CHACO 2308 24H,20140918,Approved,H,,6896,10507,35045,Active Permit
1192153873,3004535551,"WPX ENERGY PRODUCTION, LLC",23,N,8,W,24,NM,CHACO 2308 24I,20140918,Approved,H,,6884,10412,35045,Active Permit
1192153873,3004535551,"WPX ENERGY PRODUCTION, LLC",23,N,8,W,24,NM,CHACO 2308 24I,20140918,Approved,H,,6884,10412,35045,Active Permit
25595208,3004535587,"WPX ENERGY PRODUCTION, LLC",23,N,8,W,4,NM,CHACO 2308 04P,20140903,Approved,H,,6876,10562,35045,Active Permit
25595208,3004535587,"WPX ENERGY PRODUCTION, LLC",23,N,8,W,4,NM,CHACO 2308 04P,20140903,Approved,H,,6876,10562,35045,Active Permit
1026841586,3001542656,"DEVON ENERGY PRODUCTION COMPANY, LP",22,S,26,E,31,NM,DAISY DUKE 31 STATE COM,20140923,Approved,H,BONE SPRING,3367,10826,35015,Active Permit
1026841586,3001542656,"DEVON ENERGY PRODUCTION COMPANY, LP",22,S,26,E,31,NM,DAISY DUKE 31 STATE COM,20140923,Approved,H,BONE SPRING,3367,10826,35015,Active Permit
316488371,3001542657,"DEVON ENERGY PRODUCTION COMPANY, LP",22,S,26,E,31,NM,DAISY DUKE 31 STATE COM,20140923,Approved,H,BONE SPRING,3367,10836,35015,Active Permit
316488371,3001542657,"DEVON ENERGY PRODUCTION COMPANY, LP",22,S,26,E,31,NM,DAISY DUKE 31 STATE COM,20140923,Approved,H,BONE SPRING,3367,10836,35015,Active Permit
924163415,3001542658,"DEVON ENERGY PRODUCTION COMPANY, LP",22,S,26,E,31,NM,DAISY DUKE 31 STATE COM,20140923,Approved,H,BONE SPRING,3361,10937,35015,Active Permit
924163415,3001542658,"DEVON ENERGY PRODUCTION COMPANY, LP",22,S,26,E,31,NM,DAISY DUKE 31 STATE COM,20140923,Approved,H,BONE SPRING,3361,10937,35015,Active Permit
1727856250,3001542659,"NADEL AND GUSSMAN PERMIAN, LLC",23,S,29,E,32,NM,MACHO GRANDE STATE,20140923,Approved,H,BONE SPRING,3014,13050,35015,Active Permit
1727856250,3001542659,"NADEL AND GUSSMAN PERMIAN, LLC",23,S,29,E,32,NM,MACHO GRANDE STATE,20140923,Approved,H,BONE SPRING,3014,13050,35015,Active Permit
330013725,3001542660,MATADOR PRODUCTION COMPANY,24,S,28,E,10,NM,GUITAR 10-24S-28E RB,20140923,Approved,H,"WOLFCAMP, SOUTH (GAS)",2993,9700,35015,Active Permit
330013725,3001542660,MATADOR PRODUCTION COMPANY,24,S,28,E,10,NM,GUITAR 10-24S-28E RB,20140923,Approved,H,"WOLFCAMP, SOUTH (GAS)",2993,9700,35015,Active Permit
1479537814,3002542131,FASKEN OIL & RANCH LTD,20,S,32,E,16,NM,LAGUNA 16 STATE,20140914,Approved,H,BONE SPRING,3513,13900,35025,Active Permit
1479537814,3002542131,FASKEN OIL & RANCH LTD,20,S,32,E,16,NM,LAGUNA 16 STATE,20140914,Approved,H,BONE SPRING,3513,13900,35025,Active Permit
424521552,3002542132,FASKEN OIL & RANCH LTD,20,S,32,E,16,NM,LAGUNA 16 STATE,20140919,Approved,H,BONE SPRING,3512,14175,35025,Active Permit
424521552,3002542132,FASKEN OIL & RANCH LTD,20,S,32,E,16,NM,LAGUNA 16 STATE,20140919,Approved,H,BONE SPRING,3512,14175,35025,Active Permit
1010505358,3002542133,COG OPERATING LLC,20,S,32,E,6,NM,NIGHTCAP 6 FEDERAL,20140916,Approved,H,"BONE SPRING, SOUTH",3523,15624,35025,Active Permit
1010505358,3002542133,COG OPERATING LLC,19,S,32,E,31,NM,NIGHTCAP 6 FEDERAL,20140916,Approved,H,"BONE SPRING, SOUTH",3523,15624,35025,Active Permit
1409085241,3002542134,COG OPERATING LLC,20,S,32,E,6,NM,NIGHTCAP 6 FEDERAL,20140916,Approved,H,"BONE SPRING, SOUTH",3523,15845,35025,Active Permit
1409085241,3002542134,COG OPERATING LLC,19,S,32,E,31,NM,NIGHTCAP 6 FEDERAL,20140916,Approved,H,"BONE SPRING, SOUTH",3523,15845,35025,Active Permit
1406613956,3002542135,COG OPERATING LLC,20,S,32,E,6,NM,NIGHTCAP 6 FEDERAL,20140916,Approved,H,"BONE SPRING, SOUTH",3498,14603,35025,Active Permit
1406613956,3002542135,COG OPERATING LLC,19,S,32,E,31,NM,NIGHTCAP 6 FEDERAL,20140916,Approved,H,"BONE SPRING, SOUTH",3498,14603,35025,Active Permit
372032592,3002542136,"DEVON ENERGY PRODUCTION COMPANY, LP",22,S,34,E,21,NM,GAUCHO 21 FEDERAL,20140915,Approved,H,BONE SPRING,3432,15165,35025,Active Permit
372032592,3002542136,"DEVON ENERGY PRODUCTION COMPANY, LP",22,S,34,E,21,NM,GAUCHO 21 FEDERAL,20140915,Approved,H,BONE SPRING,3432,15165,35025,Active Permit
1155052761,3002542137,"DEVON ENERGY PRODUCTION COMPANY, LP",22,S,34,E,21,NM,GAUCHO 21 FEDERAL,20140915,Approved,H,BONE SPRING,3432,15149,35025,Active Permit
1155052761,3002542137,"DEVON ENERGY PRODUCTION COMPANY, LP",22,S,34,E,21,NM,GAUCHO 21 FEDERAL,20140915,Approved,H,BONE SPRING,3432,15149,35025,Active Permit
2089029333,3002542138,CIMAREX ENERGY CO.,23,S,32,E,20,NM,JAMES 20 FEDERAL,20140917,Approved,H,"BONE SPRING, SOUTH",3677,13818,35025,Active Permit
2089029333,3002542138,CIMAREX ENERGY CO.,23,S,32,E,20,NM,JAMES 20 FEDERAL,20140917,Approved,H,"BONE SPRING, SOUTH",3677,13818,35025,Active Permit
428650431,3001542673,APACHE CORPORATION,17,S,28,E,31,NM,RANGER STATE,20140925,Approved,V,GLORIETA-YESO (O),3778,5300,35015,Active Permit
413027324,3001542674,APACHE CORPORATION,17,S,28,E,31,NM,RANGER STATE,20140925,Approved,V,GLORIETA-YESO (O),3773,5300,35015,Active Permit
432850377,3001542675,APACHE CORPORATION,17,S,28,E,31,NM,RANGER STATE,20140925,Approved,H,GLORIETA-YESO (O),3777,5300,35015,Active Permit
432850377,3001542675,APACHE CORPORATION,17,S,28,E,32,NM,RANGER STATE,20140925,Approved,H,GLORIETA-YESO (O),3777,5300,35015,Active Permit
1485614385,3001542676,APACHE CORPORATION,17,S,28,E,31,NM,RANGER STATE,20140925,Approved,H,GLORIETA-YESO (O),3769,5300,35015,Active Permit
1485614385,3001542676,APACHE CORPORATION,17,S,28,E,31,NM,RANGER STATE,20140925,Approved,H,GLORIETA-YESO (O),3769,5300,35015,Active Permit
1200917168,3001542678,APACHE CORPORATION,17,S,28,E,31,NM,RANGER STATE,20140925,Approved,H,GLORIETA-YESO (O),3774,5300,35015,Active Permit
1200917168,3001542678,APACHE CORPORATION,17,S,28,E,31,NM,RANGER STATE,20140925,Approved,H,GLORIETA-YESO (O),3774,5300,35015,Active Permit
350392236,3001542679,APACHE CORPORATION,17,S,28,E,31,NM,RANGER STATE,20140925,Approved,H,GLORIETA-YESO (O),3764,5300,35015,Active Permit
350392236,3001542679,APACHE CORPORATION,17,S,28,E,31,NM,RANGER STATE,20140925,Approved,H,GLORIETA-YESO (O),3764,5300,35015,Active Permit
583037600,3001542680,APACHE CORPORATION,17,S,28,E,31,NM,RANGER STATE,20140925,Approved,H,GLORIETA-YESO (O),3765,5300,35015,Active Permit
583037600,3001542680,APACHE CORPORATION,17,S,28,E,31,NM,RANGER STATE,20140925,Approved,H,GLORIETA-YESO (O),3765,5300,35015,Active Permit
1465503462,3001542681,APACHE CORPORATION,17,S,28,E,31,NM,RANGER STATE,20140925,Approved,H,GLORIETA-YESO (O),3765,5300,35015,Active Permit
1465503462,3001542681,APACHE CORPORATION,17,S,28,E,31,NM,RANGER STATE,20140925,Approved,H,GLORIETA-YESO (O),3765,5300,35015,Active Permit
922520235,3001542682,APACHE CORPORATION,17,S,28,E,31,NM,RANGER STATE,20140925,Approved,H,GLORIETA-YESO (O),3765,5300,35015,Active Permit
922520235,3001542682,APACHE CORPORATION,17,S,28,E,31,NM,RANGER STATE,20140925,Approved,H,GLORIETA-YESO (O),3765,5300,35015,Active Permit
1801072901,3001542683,OXY USA INC.,24,S,29,E,16,NM,CEDAR CANYON 16 STATE,20140925,Approved,H,BONE SPRING,2926,14370,35015,Active Permit
1801072901,3001542683,OXY USA INC.,24,S,29,E,15,NM,CEDAR CANYON 16 STATE,20140925,Approved,H,BONE SPRING,2926,14370,35015,Active Permit
1646114329,3002542139,"DUKE ENERGY FIELD SERVICES, LP or DCP MIDSTREAM, LP",18,S,37,E,30,NM,LINAM AGI,20140924,Approved,V,BONE SPRING-WOLFCAMP,3738,9100,35025,Active Permit
979364816,3002542140,AMTEX ENERGY INC,21,S,33,E,20,NM,WOOL HEAD 20 STATE,20140925,Approved,H,BONE SPRING,3749,15650,35025,Active Permit
979364816,3002542140,AMTEX ENERGY INC,21,S,33,E,19,NM,WOOL HEAD 20 STATE,20140925,Approved,H,BONE SPRING,3749,15650,35025,Active Permit
1268397911,3002542141,COG OPERATING LLC,19,S,34,E,36,NM,WEST PEARL 36 STATE,20140925,Approved,H,BONE SPRING,3724,15233,35025,Active Permit
1268397911,3002542141,COG OPERATING LLC,19,S,34,E,36,NM,WEST PEARL 36 STATE,20140925,Approved,H,BONE SPRING,3724,15233,35025,Active Permit
412353851,3002542143,YATES PETROLEUM CORPORATION,24,S,32,E,36,NM,PYTHON BUZ STATE,20140925,Approved,H,LOWER BONE SPR,3527,15650,35025,Active Permit
412353851,3002542143,YATES PETROLEUM CORPORATION,24,S,32,E,36,NM,PYTHON BUZ STATE,20140925,Approved,H,LOWER BONE SPR,3527,15650,35025,Active Permit
1636616288,3002542144,YATES PETROLEUM CORPORATION,24,S,32,E,36,NM,PYTHON BUZ STATE,20140925,Approved,H,LOWER BONE SPR,3542,15644,35025,Active Permit
1636616288,3002542144,YATES PETROLEUM CORPORATION,24,S,32,E,36,NM,PYTHON BUZ STATE,20140925,Approved,H,LOWER BONE SPR,3542,15644,35025,Active Permit
1552615663,3001542677,APACHE CORPORATION,17,S,28,E,31,NM,RANGER STATE,20140925,Approved,H,GLORIETA-YESO (O),3767,5300,35015,Active Permit
1552615663,3001542677,APACHE CORPORATION,17,S,28,E,31,NM,RANGER STATE,20140925,Approved,H,GLORIETA-YESO (O),3767,5300,35015,Active Permit
1849641814,3002542142,AMTEX ENERGY INC,21,S,33,E,20,NM,WOOL HEAD 20 STATE,20140925,Approved,V,BONE SPRING,3739,13000,35025,Active Permit
2062850172,3002542145,COG OPERATING LLC,19,S,34,E,36,NM,WEST PEARL 36 STATE COM,20140926,Approved,H,BONE SPRING,3734,15943,35025,Active Permit
2062850172,3002542145,COG OPERATING LLC,19,S,34,E,25,NM,WEST PEARL 36 STATE COM,20140926,Approved,H,BONE SPRING,3734,15943,35025,Active Permit
540037958,3002542146,COG OPERATING LLC,19,S,34,E,36,NM,WEST PEARL 36 STATE COM,20140926,Approved,H,,3763,15956,35025,Active Permit
540037958,3002542146,COG OPERATING LLC,19,S,34,E,25,NM,WEST PEARL 36 STATE COM,20140926,Approved,H,,3763,15956,35025,Active Permit
2049435252,3002542147,COG OPERATING LLC,19,S,34,E,36,NM,WEST PEARL 36 STATE COM,20140926,Approved,H,BONE SPRING,3734,15840,35025,Active Permit
2049435252,3002542147,COG OPERATING LLC,19,S,34,E,25,NM,WEST PEARL 36 STATE COM,20140926,Approved,H,BONE SPRING,3734,15840,35025,Active Permit
1975915919,3002542148,CIMAREX ENERGY CO.,23,S,32,E,1,NM,CORIANDER AOC STATE,20140926,Approved,H,BONE SPRING,3757,14106,35025,Active Permit
1975915919,3002542148,CIMAREX ENERGY CO.,23,S,32,E,1,NM,CORIANDER AOC STATE,20140926,Approved,H,BONE SPRING,3757,14106,35025,Active Permit
1908728972,3002542149,MEWBOURNE OIL COMPANY,22,S,34,E,11,NM,CABRA LOCA 11 B3PA STATE COM,20140926,Approved,H,BONE SPRING,3502,15762,35025,Active Permit
1908728972,3002542149,MEWBOURNE OIL COMPANY,22,S,34,E,11,NM,CABRA LOCA 11 B3PA STATE COM,20140926,Approved,H,BONE SPRING,3502,15762,35025,Active Permit
246753286,3002542153,"EOG RESOURCES, INC.",25,S,33,E,36,NM,BROWN BEAR 36 STATE,20140929,Approved,H,BONE SPRING,3335,15674,35025,Active Permit
246753286,3002542153,"EOG RESOURCES, INC.",25,S,33,E,36,NM,BROWN BEAR 36 STATE,20140929,Approved,H,BONE SPRING,3335,15674,35025,Active Permit
2074576005,3002542154,"EOG RESOURCES, INC.",25,S,33,E,36,NM,BROWN BEAR 36 STATE,20140929,Approved,H,BONE SPRING,3335,15667,35025,Active Permit
2074576005,3002542154,"EOG RESOURCES, INC.",25,S,33,E,36,NM,BROWN BEAR 36 STATE,20140929,Approved,H,BONE SPRING,3335,15667,35025,Active Permit
201798225,3003931279,"LOGOS OPERATING, LLC",23,N,6,W,4,NM,DILECTIONE MEA,20140915,Approved,H,,6719,10558,35039,Active Permit
201798225,3003931279,"LOGOS OPERATING, LLC",23,N,6,W,3,NM,DILECTIONE MEA,20140915,Approved,H,,6719,10558,35039,Active Permit
1634616809,3003931280,"LOGOS OPERATING, LLC",23,N,6,W,4,NM,DILECTIONE MEA,20140915,Approved,H,,6719,10498,35039,Active Permit
1634616809,3003931280,"LOGOS OPERATING, LLC",23,N,6,W,3,NM,DILECTIONE MEA,20140915,Approved,H,,6719,10498,35039,Active Permit
1618457567,3004321200,ENCANA OIL & GAS (USA) INC.,23,N,7,W,28,NM,LYBROOK P28-2307,20140923,Approved,H,O,6956,10114,35043,Active Permit
1618457567,3004321200,ENCANA OIL & GAS (USA) INC.,23,N,7,W,27,NM,LYBROOK P28-2307,20140923,Approved,H,O,6956,10114,35043,Active Permit
1302588695,3002542152,APACHE CORPORATION,21,S,37,E,12,NM,LOCKHART B 12,20140923,Approved,V,"OIL,ABO,OIL",3508,7700,35025,Active Permit
402720670,3001542672,"BOPCO, L.P.",23,S,30,E,36,NM,LOS MEDANOS 36 23 30 STATE,20140923,Approved,H,BONE SPRING,3408,14995,35015,Active Permit
402720670,3001542672,"BOPCO, L.P.",23,S,30,E,36,NM,LOS MEDANOS 36 23 30 STATE,20140923,Approved,H,BONE SPRING,3408,14995,35015,Active Permit
1152941203,3001542684,EL PASO NATURAL GAS CO,25,S,24,E,34,NM,WASHINGTON RANCH GAS STORAGE PROJECT WI,20140923,Approved,V,MORROW (GAS),3712,7200,35015,Active Permit
1817373550,3002542150,CIMAREX ENERGY CO.,22,S,34,E,6,NM,WEST GRAMA RIDGE 6 FEDERAL,20140923,Approved,H,"BONE SPRINGS, WEST",3621,15364,35025,Active Permit
1817373550,3002542150,CIMAREX ENERGY CO.,22,S,34,E,6,NM,WEST GRAMA RIDGE 6 FEDERAL,20140923,Approved,H,"BONE SPRINGS, WEST",3621,15364,35025,Active Permit
1109450204,3002542151,CIMAREX ENERGY CO.,22,S,34,E,6,NM,WEST GRAMA RIDGE 6 FEDERAL,20140923,Approved,H,"BONE SPRINGS, WEST",3621,15362,35025,Active Permit
1109450204,3002542151,CIMAREX ENERGY CO.,22,S,34,E,6,NM,WEST GRAMA RIDGE 6 FEDERAL,20140923,Approved,H,"BONE SPRINGS, WEST",3621,15362,35025,Active Permit
1710148862,3001542685,EL PASO NATURAL GAS CO,25,S,24,E,33,NM,WASHINGTON RANCH GAS STORAGE PROJECT WI,20140923,Approved,V,MORROW (GAS),3753,7200,35015,Active Permit
836740467,3002542165,YATES PETROLEUM CORPORATION,21,S,34,E,7,NM,BOSTON BSN STATE COM,20141002,Approved,H,"BONE SPRING, NORTH",3733,16209,35025,Active Permit
836740467,3002542165,YATES PETROLEUM CORPORATION,21,S,34,E,6,NM,BOSTON BSN STATE COM,20141002,Approved,H,"BONE SPRING, NORTH",3733,16209,35025,Active Permit
1712847126,3002542164,"DEVON ENERGY PRODUCTION COMPANY, LP",23,S,33,E,15,NM,BLACK MAMBA 15 STATE COM,20141001,Approved,H,BONE SPRING,3705,15985,35025,Active Permit
1712847126,3002542164,"DEVON ENERGY PRODUCTION COMPANY, LP",23,S,33,E,15,NM,BLACK MAMBA 15 STATE COM,20141001,Approved,H,BONE SPRING,3705,15985,35025,Active Permit
245507807,3002542163,"DEVON ENERGY PRODUCTION COMPANY, LP",23,S,33,E,15,NM,BLACK MAMBA 15 STATE COM,20141001,Approved,H,BONE SPRING,3704,15887,35025,Active Permit
245507807,3002542163,"DEVON ENERGY PRODUCTION COMPANY, LP",23,S,33,E,15,NM,BLACK MAMBA 15 STATE COM,20141001,Approved,H,BONE SPRING,3704,15887,35025,Active Permit
1701911048,3002542162,"DEVON ENERGY PRODUCTION COMPANY, LP",23,S,33,E,15,NM,BLACK MAMBA 15 STATE COM,20141001,Approved,H,BONE SPRING,3705,15874,35025,Active Permit
1701911048,3002542162,"DEVON ENERGY PRODUCTION COMPANY, LP",23,S,33,E,15,NM,BLACK MAMBA 15 STATE COM,20141001,Approved,H,BONE SPRING,3705,15874,35025,Active Permit
1618179156,3002542161,"DEVON ENERGY PRODUCTION COMPANY, LP",26,S,35,E,16,NM,SEAWOLF 16 SWD,20141001,Approved,V,DEV-FUS-MON-SIMP-ELL,3120,21700,35025,Active Permit
233158092,3002542160,"EOG RESOURCES, INC.",24,S,34,E,16,NM,JOLLY ROGER 16 STATE,20141001,Approved,H,"BONE SPRING, NORTH",3557,15664,35025,Active Permit
233158092,3002542160,"EOG RESOURCES, INC.",24,S,34,E,16,NM,JOLLY ROGER 16 STATE,20141001,Approved,H,"BONE SPRING, NORTH",3557,15664,35025,Active Permit
1430571646,3002542159,"EOG RESOURCES, INC.",24,S,34,E,16,NM,JOLLY ROGER 16 STATE,20141001,Approved,H,"BONE SPRING, NORTH",3557,15636,35025,Active Permit
1430571646,3002542159,"EOG RESOURCES, INC.",24,S,34,E,16,NM,JOLLY ROGER 16 STATE,20141001,Approved,H,"BONE SPRING, NORTH",3557,15636,35025,Active Permit
1407968085,3001542653,APACHE CORPORATION,17,S,31,E,6,NM,NFE FEDERAL,20140911,Approved,H,GLORIETA-YESO,3752,9159,35015,Active Permit
1407968085,3001542653,APACHE CORPORATION,17,S,31,E,6,NM,NFE FEDERAL,20140911,Approved,H,GLORIETA-YESO,3752,9159,35015,Active Permit
29412776,3001542662,COG OPERATING LLC,24,S,27,E,25,NM,QUIEN SABE 25 FEDERAL,20140917,Approved,H,WOLFCAMP (GAS),3113,13309,35015,Active Permit
29412776,3001542662,COG OPERATING LLC,24,S,27,E,25,NM,QUIEN SABE 25 FEDERAL,20140917,Approved,H,WOLFCAMP (GAS),3113,13309,35015,Active Permit
176771605,3001542663,COG OPERATING LLC,24,S,28,E,33,NM,REALLY SCARY FEDERAL,20140918,Approved,H,BONE SPRING,3012,12543,35015,Active Permit
